driver_id,timestamp,hour,is_peak,is_weekend,ride_type,distance,traffic,fuel_price,surge,revenue,profit
DRV_0022,2026-02-13T05:48:30.751970,5,0,0,peak_city,33.79,5.1,111.94,1.1,462.54,-3.74
DRV_0021,2026-03-11T18:30:30.751970,18,1,0,outstation,7.51,3.9,99.68,2.2,231.24,118.19
DRV_0025,2026-04-14T04:44:30.751970,4,0,0,peak_city,11.17,8.7,101.19,1.5,223.59,-3.04
DRV_0007,2026-01-09T15:04:30.751970,15,0,0,outstation,10.23,1.0,103.3,1.1,151.48,23.92
DRV_0047,2026-06-14T01:31:30.751970,1,0,1,peak_city,24.72,6.3,96.89,1.1,392.81,35.17
DRV_0034,2026-05-10T15:48:30.751970,15,0,1,airport,56.44,3.9,106.36,1.0,942.26,207.96
DRV_0024,2026-04-03T17:38:30.751970,17,1,0,local,16.06,8.0,103.22,2.9,602.22,362.91
DRV_0033,2026-02-18T20:43:30.751970,20,1,0,peak_city,28.04,9.8,114.0,1.7,597.5,33.6
DRV_0041,2026-02-28T19:14:30.751970,19,1,1,airport,53.38,8.6,95.27,2.2,1692.33,836.54
DRV_0003,2026-03-24T15:46:30.751970,15,0,0,outstation,51.59,9.8,100.99,1.0,634.02,-383.33
DRV_0039,2026-03-22T18:58:30.751970,18,1,1,local,45.45,6.1,101.2,1.6,946.62,255.17
DRV_0023,2026-02-10T03:39:30.751970,3,0,0,airport,45.91,5.9,111.92,1.3,935.64,254.51
DRV_0047,2026-02-25T00:44:30.751970,0,0,0,airport,15.82,8.7,103.93,1.1,425.31,123.51
DRV_0046,2026-03-08T06:48:30.751970,6,0,1,local,50.98,5.1,108.16,1.0,676.71,-14.05
DRV_0009,2026-05-08T23:30:30.751970,23,0,0,airport,24.97,9.8,110.21,1.1,546.1,33.28
DRV_0011,2026-02-07T14:07:30.751970,14,0,1,peak_city,39.72,7.8,108.74,1.3,689.15,13.63
DRV_0016,2026-02-20T12:56:30.751970,12,0,0,local,49.03,4.9,93.1,1.3,784.33,185.55
DRV_0007,2026-04-21T10:38:30.751970,10,0,0,airport,55.97,4.9,98.28,1.5,1230.01,507.25
DRV_0021,2026-02-22T18:25:30.751970,18,1,1,local,52.08,3.9,101.59,1.8,1201.92,545.41
DRV_0043,2026-03-08T08:12:30.751970,8,1,1,outstation,12.98,5.9,90.6,2.5,476.98,297.3
DRV_0035,2026-02-12T19:19:30.751970,19,1,0,local,35.69,6.6,91.29,1.4,620.64,114.97
DRV_0045,2026-01-02T16:55:30.751970,16,0,0,airport,38.39,6.1,105.3,1.3,818.41,251.39
DRV_0042,2026-03-21T08:27:30.751970,8,1,1,airport,17.84,3.2,93.43,2.7,868.38,628.55
DRV_0042,2026-03-19T03:28:30.751970,3,0,0,peak_city,12.28,8.9,108.57,1.3,211.04,1.25
DRV_0015,2025-12-31T22:32:30.751970,22,0,0,peak_city,25.6,3.4,114.49,1.4,451.05,119.67
DRV_0006,2026-04-18T08:19:30.751970,8,1,1,outstation,46.02,3.7,100.66,1.4,844.1,245.33
DRV_0048,2026-05-17T14:05:30.751970,14,0,1,local,8.44,7.5,96.69,1.4,212.81,112.25
DRV_0021,2026-05-15T22:03:30.751970,22,0,0,local,47.76,7.8,98.72,1.2,705.73,-49.54
DRV_0020,2026-03-08T21:39:30.751970,21,0,1,airport,36.51,9.8,98.19,1.5,929.65,234.38
DRV_0025,2026-05-29T21:52:30.751970,21,0,0,local,37.58,3.5,96.85,1.1,512.51,84.74
DRV_0044,2026-02-26T05:37:30.751970,5,0,0,outstation,8.61,4.1,109.07,1.3,153.89,46.21
DRV_0007,2026-05-12T23:44:30.751970,23,0,0,local,40.87,2.6,101.84,1.3,657.08,151.57
DRV_0021,2026-03-05T15:52:30.751970,15,0,0,peak_city,3.64,1.1,93.24,1.1,64.54,13.47
DRV_0032,2026-05-08T06:33:30.751970,6,0,0,local,10.01,7.1,104.9,1.1,148.57,-59.93
DRV_0010,2025-12-22T02:17:30.751970,2,0,0,outstation,2.79,1.7,99.79,1.1,53.36,49.28
DRV_0020,2025-12-25T18:24:30.751970,18,1,0,outstation,33.74,3.1,98.6,2.2,923.73,476.94
DRV_0046,2026-02-05T18:19:30.751970,18,1,0,outstation,51.93,7.8,103.84,1.7,1084.86,269.89
DRV_0032,2026-01-19T00:46:30.751970,0,0,0,local,4.28,9.9,106.61,1.3,86.21,-4.07
DRV_0022,2026-03-31T18:02:30.751970,18,1,0,airport,4.2,6.4,102.12,1.2,278.54,228.45
DRV_0045,2026-05-05T18:13:30.751970,18,1,0,local,33.9,4.7,91.82,2.4,1012.3,573.32
DRV_0047,2026-06-01T10:32:30.751970,10,0,0,peak_city,42.77,6.5,102.76,1.2,633.82,-24.7
DRV_0002,2026-03-06T06:34:30.751970,6,0,0,local,56.59,6.3,97.78,1.2,832.94,38.48
DRV_0044,2026-01-25T04:05:30.751970,4,0,1,peak_city,48.73,2.5,97.32,1.3,829.68,262.02
DRV_0026,2026-02-13T04:38:30.751970,4,0,0,peak_city,9.57,7.9,91.71,1.0,129.8,-29.74
DRV_0019,2026-05-26T23:40:30.751970,23,0,0,outstation,54.1,6.2,98.8,1.1,730.58,-35.49
DRV_0007,2025-12-18T09:42:30.751970,9,1,0,peak_city,59.51,9.8,105.88,1.9,1385.39,272.54
DRV_0046,2026-05-12T05:38:30.751970,5,0,0,airport,30.49,7.1,92.54,1.2,657.0,210.38
DRV_0037,2026-03-29T01:45:30.751970,1,0,1,local,47.52,5.4,98.39,1.0,635.2,-38.65
DRV_0019,2026-05-10T01:42:30.751970,1,0,1,peak_city,33.92,3.4,105.37,1.5,683.01,237.21
DRV_0048,2026-05-08T10:13:30.751970,10,0,0,local,29.44,9.7,109.3,1.4,515.58,-62.71
DRV_0044,2025-12-30T16:03:30.751970,16,0,0,airport,21.36,9.9,92.57,1.0,471.27,92.21
DRV_0004,2026-05-08T03:59:30.751970,3,0,0,local,47.02,5.8,109.94,1.3,752.95,77.14
DRV_0004,2026-05-21T04:56:30.751970,4,0,0,local,20.24,6.0,103.34,1.4,361.09,68.69
DRV_0038,2026-05-14T23:45:30.751970,23,0,0,outstation,46.28,1.9,109.42,1.2,684.38,103.49
DRV_0016,2026-02-23T11:46:30.751970,11,0,0,peak_city,4.28,4.3,105.27,1.1,73.06,19.35
DRV_0032,2026-06-06T13:11:30.751970,13,0,1,peak_city,21.12,4.5,108.52,1.3,399.02,116.18
DRV_0042,2026-03-28T17:48:30.751970,17,1,1,local,40.96,4.5,102.2,3.0,1569.39,1015.56
DRV_0050,2026-03-09T17:36:30.751970,17,1,0,airport,18.93,7.9,109.1,1.6,587.37,247.27
DRV_0041,2026-02-15T20:02:30.751970,20,1,1,outstation,6.72,1.1,100.69,1.8,222.17,142.3
DRV_0008,2025-12-29T02:03:30.751970,2,0,0,airport,16.87,9.0,102.28,1.3,482.71,190.72
DRV_0042,2026-05-16T14:19:30.751970,14,0,1,peak_city,7.55,4.4,113.61,1.3,187.26,105.21
DRV_0038,2025-12-25T00:12:30.751970,0,0,0,airport,54.8,3.5,102.63,1.5,1208.97,475.29
DRV_0045,2026-01-18T21:56:30.751970,21,0,1,outstation,12.0,7.5,105.36,1.3,256.68,40.21
DRV_0031,2026-05-20T22:15:30.751970,22,0,0,peak_city,41.68,2.9,100.49,1.1,566.73,25.24
DRV_0037,2025-12-30T17:59:30.751970,17,1,0,outstation,2.48,9.7,100.79,2.9,129.86,88.12
DRV_0046,2026-05-13T13:06:30.751970,13,0,0,airport,13.66,8.1,109.59,1.1,396.77,145.81
DRV_0026,2026-01-28T11:01:30.751970,11,0,0,airport,54.9,2.8,105.32,1.5,1210.7,497.34
DRV_0005,2026-01-22T22:36:30.751970,22,0,0,peak_city,12.92,5.5,109.83,1.1,187.1,-5.53
DRV_0049,2026-02-01T21:52:30.751970,21,0,1,airport,40.26,3.9,98.53,1.3,897.63,410.2
DRV_0012,2026-04-21T18:29:30.751970,18,1,0,airport,11.04,8.1,91.61,1.4,406.53,231.22
DRV_0036,2026-01-11T18:15:30.751970,18,1,1,airport,40.06,8.7,96.32,1.7,1092.66,393.05
DRV_0009,2026-02-20T06:19:30.751970,6,0,0,airport,49.05,8.0,93.63,1.2,924.28,164.46
DRV_0006,2026-01-18T09:45:30.751970,9,1,1,local,46.94,4.0,105.83,1.1,686.11,39.0
DRV_0006,2026-01-22T07:32:30.751970,7,1,0,airport,50.17,4.2,97.04,2.7,1866.13,1229.42
DRV_0035,2026-05-14T00:07:30.751970,0,0,0,outstation,4.91,4.6,99.25,1.1,81.29,20.62
DRV_0016,2026-05-02T02:44:30.751970,2,0,1,airport,5.71,7.4,103.18,1.5,375.24,292.66
DRV_0043,2026-03-30T14:53:30.751970,14,0,0,outstation,20.15,6.2,102.52,1.2,308.17,-11.05
DRV_0045,2026-01-29T02:18:30.751970,2,0,0,peak_city,45.83,5.1,113.96,1.1,621.47,-44.35
DRV_0039,2026-03-25T23:28:30.751970,23,0,0,outstation,41.6,9.5,106.59,1.4,719.87,-69.22
DRV_0043,2026-01-28T00:13:30.751970,0,0,0,airport,36.81,2.4,103.39,1.1,702.35,265.28
DRV_0010,2026-06-03T09:24:30.751970,9,1,0,local,45.14,5.8,100.28,1.5,834.96,220.69
DRV_0038,2026-03-30T10:18:30.751970,10,0,0,local,14.41,9.7,93.57,1.1,206.71,-52.63
DRV_0005,2026-03-15T08:18:30.751970,8,1,1,peak_city,8.51,6.2,109.52,1.7,249.07,121.37
DRV_0042,2026-01-25T08:10:30.751970,8,1,1,peak_city,10.73,5.2,106.98,2.7,438.02,294.83
DRV_0017,2026-05-04T03:57:30.751970,3,0,0,airport,28.61,6.3,96.68,1.3,665.79,263.39
DRV_0035,2025-12-23T02:42:30.751970,2,0,0,local,16.62,9.6,102.08,1.2,257.35,-34.02
DRV_0041,2026-04-23T13:46:30.751970,13,0,0,outstation,12.53,3.2,110.82,1.3,214.92,45.99
DRV_0037,2025-12-17T20:14:30.751970,20,1,0,outstation,9.03,1.1,102.7,3.0,369.94,266.2
DRV_0027,2025-12-27T19:34:30.751970,19,1,1,local,42.31,3.8,111.92,2.6,1409.01,817.2
DRV_0025,2026-05-06T05:36:30.751970,5,0,0,peak_city,15.13,5.2,100.62,1.1,216.18,0.64
DRV_0018,2026-06-07T21:11:30.751970,21,0,1,airport,11.99,7.9,114.75,1.4,472.41,249.98
DRV_0005,2026-05-13T23:19:30.751970,23,0,0,peak_city,14.62,2.2,103.78,1.3,247.64,49.75
DRV_0022,2026-03-21T20:21:30.751970,20,1,1,outstation,42.92,7.1,97.31,1.7,951.05,289.28
DRV_0018,2026-04-06T11:31:30.751970,11,0,0,local,14.33,4.4,96.8,1.0,186.99,28.83
DRV_0025,2026-06-12T13:02:30.751970,13,0,0,local,50.15,8.7,95.49,1.0,616.78,-235.1
DRV_0038,2026-05-19T13:15:30.751970,13,0,0,outstation,24.82,1.6,95.66,1.4,437.96,162.6
DRV_0045,2026-02-09T12:53:30.751970,12,0,0,outstation,48.65,2.9,98.4,1.1,658.75,71.22
DRV_0039,2026-01-19T06:51:30.751970,6,0,0,outstation,46.4,8.6,110.17,1.0,571.79,-197.36
DRV_0049,2026-05-20T15:16:30.751970,15,0,0,outstation,12.83,6.9,99.39,1.5,253.53,69.64
DRV_0031,2026-03-07T11:04:30.751970,11,0,1,peak_city,13.68,8.8,98.03,1.5,318.81,88.85
DRV_0044,2026-01-14T12:10:30.751970,12,0,0,airport,11.15,5.6,109.82,1.2,378.5,222.85
DRV_0010,2026-02-02T18:17:30.751970,18,1,0,local,26.67,6.4,91.36,2.7,904.54,533.5
DRV_0004,2026-03-09T21:39:30.751970,21,0,0,outstation,39.59,4.6,90.4,1.3,637.16,113.65
DRV_0044,2026-01-02T04:41:30.751970,4,0,0,local,13.13,6.9,91.34,1.2,207.06,28.55
DRV_0012,2026-01-10T02:41:30.751970,2,0,1,peak_city,10.67,6.2,106.54,1.4,250.21,85.73
DRV_0033,2026-02-22T04:35:30.751970,4,0,1,peak_city,6.56,4.8,113.65,1.1,153.14,55.09
DRV_0020,2026-04-02T07:59:30.751970,7,1,0,local,16.89,1.9,105.14,2.4,522.46,331.84
DRV_0050,2026-01-03T14:07:30.751970,14,0,1,peak_city,30.21,2.2,97.24,1.3,540.82,186.46
DRV_0005,2026-03-26T13:46:30.751970,13,0,0,airport,37.56,5.8,107.07,1.3,805.45,267.24
DRV_0006,2026-04-14T14:16:30.751970,14,0,0,airport,47.16,3.2,106.95,1.5,1071.36,476.16
DRV_0001,2026-04-01T22:27:30.751970,22,0,0,peak_city,24.37,8.0,108.12,1.0,307.47,-117.56
DRV_0031,2026-02-25T18:54:30.751970,18,1,0,local,58.1,8.3,92.74,1.2,854.7,-67.04
DRV_0026,2026-02-06T23:43:30.751970,23,0,0,airport,36.48,4.1,90.87,1.3,788.58,320.83
DRV_0046,2026-06-10T21:14:30.751970,21,0,0,airport,48.51,9.2,108.91,1.4,1035.99,135.3
DRV_0016,2026-02-25T17:52:30.751970,17,1,0,outstation,14.56,3.4,95.21,2.5,474.19,296.24
DRV_0039,2025-12-26T23:43:30.751970,23,0,0,airport,53.13,6.7,99.69,1.2,983.0,203.62
DRV_0012,2026-02-20T10:43:30.751970,10,0,0,local,6.37,1.3,107.39,1.2,109.71,71.61
DRV_0033,2026-05-26T04:33:30.751970,4,0,0,local,18.09,5.3,101.77,1.2,278.46,66.21
DRV_0025,2026-03-16T14:59:30.751970,14,0,0,peak_city,49.6,5.1,105.09,1.4,854.27,149.89
DRV_0044,2026-05-02T05:19:30.751970,5,0,1,outstation,54.74,6.8,92.04,1.1,789.11,-12.49
DRV_0019,2026-04-11T22:32:30.751970,22,0,1,airport,11.03,6.7,108.39,1.4,456.29,266.88
DRV_0014,2026-03-30T01:08:30.751970,1,0,0,outstation,22.81,9.2,104.38,1.4,404.18,-25.72
DRV_0014,2026-06-13T16:46:30.751970,16,0,1,peak_city,30.43,1.3,91.6,1.3,544.16,182.88
DRV_0030,2026-03-27T19:54:30.751970,19,1,0,airport,43.87,8.3,100.3,2.5,1553.62,846.57
DRV_0001,2026-01-07T01:23:30.751970,1,0,0,outstation,25.43,7.1,109.1,1.5,480.31,61.42
DRV_0023,2026-01-08T02:05:30.751970,2,0,0,outstation,11.61,2.8,107.33,1.5,231.41,46.62
DRV_0026,2026-05-18T16:04:30.751970,16,0,0,local,24.89,2.6,97.13,1.2,376.37,55.1
DRV_0032,2026-03-16T16:20:30.751970,16,0,0,peak_city,44.69,1.1,103.48,1.4,771.74,219.81
DRV_0027,2026-04-25T13:53:30.751970,13,0,1,local,17.44,6.4,106.72,1.3,341.58,41.47
DRV_0050,2026-05-14T01:26:30.751970,1,0,0,local,50.48,7.8,98.03,1.1,682.88,-123.76
DRV_0026,2025-12-28T08:12:30.751970,8,1,1,peak_city,6.16,1.8,104.57,1.1,147.88,95.78
DRV_0012,2026-03-11T07:03:30.751970,7,1,0,peak_city,19.07,7.9,108.64,1.5,365.8,36.5
DRV_0043,2026-01-28T08:20:30.751970,8,1,0,peak_city,44.27,7.7,99.94,1.4,764.76,85.47
DRV_0048,2026-02-22T11:18:30.751970,11,0,1,outstation,39.1,2.6,107.07,1.2,631.01,132.97
DRV_0008,2026-02-23T16:04:30.751970,16,0,0,local,36.31,7.6,102.87,1.4,630.99,73.58
DRV_0026,2026-04-27T07:24:30.751970,7,1,0,local,10.75,8.5,113.4,1.3,187.14,27.3
DRV_0011,2026-02-26T17:05:30.751970,17,1,0,airport,30.32,3.3,108.86,2.4,1109.16,719.08
DRV_0008,2025-12-26T09:56:30.751970,9,1,0,outstation,28.5,4.0,93.96,1.3,464.18,97.16
DRV_0044,2026-02-27T00:51:30.751970,0,0,0,peak_city,40.39,6.0,93.05,1.1,549.64,1.35
DRV_0033,2026-05-13T05:38:30.751970,5,0,0,peak_city,43.29,1.5,104.01,1.0,534.47,2.58
DRV_0002,2026-03-07T12:19:30.751970,12,0,1,airport,54.42,9.2,107.46,1.5,1252.01,268.33
DRV_0050,2026-05-13T12:04:30.751970,12,0,0,airport,35.04,3.8,95.44,1.2,722.62,293.31
DRV_0028,2025-12-21T09:23:30.751970,9,1,1,outstation,38.45,2.6,96.47,1.9,955.22,501.36
DRV_0031,2026-01-12T17:26:30.751970,17,1,0,peak_city,55.54,7.7,106.66,2.2,1499.37,572.59
DRV_0049,2026-04-01T06:55:30.751970,6,0,0,airport,30.3,2.7,112.37,1.1,616.47,222.0
DRV_0047,2026-02-25T08:47:30.751970,8,1,0,local,12.19,4.3,90.71,1.3,209.6,50.48
DRV_0050,2026-02-04T11:11:30.751970,11,0,0,outstation,12.05,1.5,106.42,1.4,223.37,93.13
DRV_0043,2026-05-16T07:42:30.751970,7,1,1,local,14.37,3.9,93.77,2.2,462.48,277.02
DRV_0045,2026-02-25T09:56:30.751970,9,1,0,airport,26.35,6.5,109.04,2.1,895.58,508.47
DRV_0038,2026-02-05T21:15:30.751970,21,0,0,local,19.35,4.2,107.94,1.3,321.29,62.31
DRV_0008,2026-01-03T20:17:30.751970,20,1,1,local,12.35,4.4,101.7,1.8,343.87,178.11
DRV_0013,2026-05-12T04:24:30.751970,4,0,0,outstation,41.44,9.1,93.4,1.1,563.55,-115.4
DRV_0006,2026-05-08T03:25:30.751970,3,0,0,local,33.48,8.2,90.91,1.5,625.08,58.37
DRV_0045,2026-06-01T04:00:30.751970,4,0,0,outstation,18.98,2.6,109.79,1.5,364.1,104.94
DRV_0028,2026-01-03T09:12:30.751970,9,1,1,outstation,25.99,9.6,110.59,2.0,703.79,190.14
DRV_0042,2026-02-12T14:54:30.751970,14,0,0,peak_city,34.41,1.5,107.41,1.0,427.87,38.1
DRV_0024,2026-06-01T07:19:30.751970,7,1,0,outstation,49.39,8.4,95.93,1.6,972.31,216.31
DRV_0016,2026-04-04T04:41:30.751970,4,0,1,peak_city,18.67,6.3,97.44,1.0,289.0,13.91
DRV_0001,2026-03-25T15:15:30.751970,15,0,0,airport,2.15,1.9,109.81,1.5,261.14,243.32
DRV_0014,2026-05-31T18:39:30.751970,18,1,1,outstation,10.52,6.0,93.62,2.2,360.65,162.35
DRV_0028,2026-04-02T01:09:30.751970,1,0,0,airport,56.13,2.8,109.11,1.0,888.55,143.07
DRV_0022,2026-04-28T07:55:30.751970,7,1,0,outstation,22.44,2.6,99.33,1.8,511.78,231.46
DRV_0044,2026-03-29T13:20:30.751970,13,0,1,airport,19.43,6.9,112.97,1.2,547.85,229.51
DRV_0048,2026-01-24T12:05:30.751970,12,0,1,outstation,51.53,6.1,101.38,1.1,746.72,-8.44
DRV_0016,2026-03-13T16:37:30.751970,16,0,0,outstation,28.08,3.5,113.58,1.4,492.81,111.77
DRV_0006,2025-12-30T08:13:30.751970,8,1,0,peak_city,15.05,4.7,111.92,2.1,410.85,181.73
DRV_0003,2026-05-18T11:46:30.751970,11,0,0,airport,21.38,2.9,110.01,1.3,553.1,243.51
DRV_0013,2026-01-14T19:34:30.751970,19,1,0,local,21.39,9.6,103.0,1.8,488.94,82.27
DRV_0005,2025-12-16T01:27:30.751970,1,0,0,airport,32.24,8.0,98.5,1.1,642.1,163.18
DRV_0047,2026-01-25T21:05:30.751970,21,0,1,outstation,43.34,8.9,99.28,1.0,585.05,-147.19
DRV_0003,2026-02-13T09:52:30.751970,9,1,0,local,57.58,4.9,105.58,2.3,1623.82,801.45
DRV_0049,2026-05-13T10:00:30.751970,10,0,0,outstation,45.8,8.2,103.82,1.2,677.5,-77.78
DRV_0029,2026-01-22T04:29:30.751970,4,0,0,outstation,8.61,1.8,98.49,1.2,141.96,44.23
DRV_0005,2026-01-03T18:19:30.751970,18,1,1,peak_city,11.71,9.8,99.38,1.2,236.59,56.75
DRV_0011,2026-02-11T02:53:30.751970,2,0,0,airport,30.64,8.9,112.18,1.0,582.68,22.62
DRV_0019,2026-01-12T07:42:30.751970,7,1,0,local,4.26,8.6,111.6,2.2,145.47,81.55
DRV_0048,2026-06-02T22:23:30.751970,22,0,0,local,35.32,8.3,109.66,1.4,614.33,20.54
DRV_0011,2026-03-05T00:43:30.751970,0,0,0,airport,59.78,2.0,111.24,1.2,1078.78,311.83
DRV_0026,2026-02-22T00:02:30.751970,0,0,1,peak_city,24.48,6.5,91.4,1.3,451.37,103.26
DRV_0001,2026-01-10T08:13:30.751970,8,1,1,local,26.73,9.5,100.71,1.7,620.8,138.74
DRV_0033,2026-05-04T22:13:30.751970,22,0,0,airport,27.55,5.7,105.8,1.4,683.86,316.54
DRV_0020,2026-02-17T23:41:30.751970,23,0,0,outstation,32.96,4.0,106.45,1.4,574.66,129.93
DRV_0036,2026-04-19T06:41:30.751970,6,0,1,outstation,34.37,1.5,94.25,1.1,520.14,142.98
DRV_0035,2026-05-15T11:12:30.751970,11,0,0,airport,3.06,7.8,96.63,1.2,262.12,190.44
DRV_0018,2026-04-15T07:24:30.751970,7,1,0,local,32.62,2.9,112.11,1.2,487.71,78.72
DRV_0042,2026-05-11T07:31:30.751970,7,1,0,airport,37.72,3.6,100.52,2.4,1322.31,836.61
DRV_0001,2026-04-12T09:52:30.751970,9,1,1,airport,58.45,9.0,98.56,3.0,2399.17,1370.54
DRV_0021,2025-12-30T04:46:30.751970,4,0,0,outstation,5.52,3.1,100.65,1.4,113.81,54.7
DRV_0047,2026-05-23T17:30:30.751970,17,1,1,outstation,38.21,3.1,102.58,2.9,1423.26,926.92
DRV_0021,2026-05-11T02:29:30.751970,2,0,0,outstation,58.97,7.4,91.56,1.0,722.66,-128.79
DRV_0023,2026-05-30T19:34:30.751970,19,1,1,airport,11.77,7.6,94.59,2.0,562.42,397.74
DRV_0017,2026-04-18T17:09:30.751970,17,1,1,local,56.8,1.1,101.6,1.0,746.63,66.79
DRV_0047,2026-06-09T22:44:30.751970,22,0,0,airport,54.7,5.7,91.87,1.1,938.6,219.96
DRV_0041,2025-12-20T03:45:30.751970,3,0,1,outstation,42.19,8.8,99.16,1.0,571.26,-153.36
DRV_0029,2026-01-02T20:51:30.751970,20,1,0,local,58.51,1.2,113.69,1.7,1219.11,467.93
DRV_0038,2026-04-19T06:09:30.751970,6,0,1,local,34.8,6.7,108.49,1.1,525.88,-14.13
DRV_0015,2026-01-04T04:17:30.751970,4,0,1,peak_city,57.62,6.7,111.18,1.3,968.41,83.14
DRV_0006,2026-02-23T05:17:30.751970,5,0,0,peak_city,35.76,8.8,113.83,1.3,577.4,-70.05
DRV_0012,2026-02-08T10:57:30.751970,10,0,1,local,33.84,1.0,91.0,1.1,513.17,123.73
DRV_0042,2026-04-26T21:55:30.751970,21,0,1,local,19.69,4.2,100.51,1.0,301.23,28.77
DRV_0012,2026-04-03T16:07:30.751970,16,0,0,local,4.46,7.1,103.43,1.2,82.18,35.91
DRV_0005,2026-03-05T18:48:30.751970,18,1,0,local,26.81,6.8,113.84,2.7,909.02,497.62
DRV_0030,2026-05-09T13:59:30.751970,13,0,1,local,26.71,6.8,94.43,1.3,486.15,101.46
DRV_0047,2025-12-31T04:20:30.751970,4,0,0,local,55.8,4.7,114.97,1.3,890.03,101.4
DRV_0025,2026-06-10T21:20:30.751970,21,0,0,peak_city,4.45,6.3,96.86,1.0,68.42,-5.86
DRV_0049,2026-06-09T12:34:30.751970,12,0,0,airport,48.2,3.6,94.86,1.5,1090.1,509.4
DRV_0050,2026-01-01T15:18:30.751970,15,0,0,local,22.98,6.4,105.25,1.3,377.92,42.84
DRV_0001,2026-05-24T08:17:30.751970,8,1,1,airport,25.42,8.8,94.53,2.1,922.0,509.03
DRV_0046,2026-05-17T22:39:30.751970,22,0,1,outstation,57.13,6.6,110.42,1.3,960.76,69.49
DRV_0049,2026-05-24T10:18:30.751970,10,0,1,peak_city,30.07,7.3,95.68,1.0,425.86,-35.5
DRV_0020,2026-01-21T01:34:30.751970,1,0,0,local,21.89,9.7,107.37,1.2,333.22,-100.28
DRV_0004,2026-03-22T01:17:30.751970,1,0,1,local,11.85,2.0,112.67,1.5,285.81,110.26
DRV_0002,2026-01-25T18:09:30.751970,18,1,1,airport,11.52,1.5,98.24,1.9,541.12,392.28
DRV_0007,2026-06-03T12:52:30.751970,12,0,0,outstation,13.65,8.0,107.81,1.3,232.45,-12.43
DRV_0015,2026-02-04T03:17:30.751970,3,0,0,airport,24.46,9.2,114.24,1.1,539.35,84.12
DRV_0010,2026-06-08T08:59:30.751970,8,1,0,peak_city,7.29,4.9,104.54,2.0,205.02,74.42
DRV_0044,2026-03-15T20:08:30.751970,20,1,1,local,21.19,5.9,113.97,1.4,427.04,102.38
DRV_0032,2026-03-07T18:30:30.751970,18,1,1,airport,5.85,6.0,92.62,1.0,335.23,257.99
DRV_0019,2026-05-02T13:12:30.751970,13,0,1,airport,11.95,6.1,107.58,1.1,424.21,228.25
DRV_0008,2026-03-15T13:47:30.751970,13,0,1,outstation,37.58,4.7,106.34,1.5,748.95,244.14
DRV_0039,2026-03-14T13:29:30.751970,13,0,1,airport,56.39,1.0,112.14,1.0,941.72,217.19
DRV_0039,2026-05-07T10:59:30.751970,10,0,0,outstation,8.51,7.5,113.61,1.3,152.28,8.07
DRV_0043,2026-04-28T18:59:30.751970,18,1,0,local,43.52,7.9,96.57,1.1,590.95,-93.07
DRV_0023,2025-12-21T06:47:30.751970,6,0,1,outstation,55.06,2.3,103.44,1.3,928.48,242.41
DRV_0043,2026-05-19T07:28:30.751970,7,1,0,peak_city,33.52,1.9,97.97,1.1,459.0,35.2
DRV_0001,2026-03-12T07:35:30.751970,7,1,0,airport,34.57,7.2,103.3,1.9,1016.8,475.63
DRV_0010,2026-05-06T20:17:30.751970,20,1,0,outstation,24.47,8.6,95.48,2.5,771.46,358.27
DRV_0005,2026-03-07T01:40:30.751970,1,0,1,peak_city,19.24,5.2,92.33,1.0,295.92,73.81
DRV_0010,2026-05-16T21:59:30.751970,21,0,1,outstation,8.47,2.7,102.6,1.4,213.35,98.9
DRV_0050,2026-05-22T06:18:30.751970,6,0,0,local,6.22,6.1,103.97,1.4,125.42,56.28
DRV_0028,2026-03-08T05:06:30.751970,5,0,1,peak_city,59.77,5.6,98.63,1.1,855.43,34.28
DRV_0009,2026-02-10T18:00:30.751970,18,1,0,outstation,34.22,8.4,102.61,2.8,1191.79,614.18
DRV_0036,2025-12-29T09:02:30.751970,9,1,0,peak_city,38.43,8.6,93.71,2.7,1285.59,637.49
DRV_0035,2026-02-06T22:52:30.751970,22,0,0,peak_city,13.01,9.3,90.81,1.2,205.29,-11.55
DRV_0038,2026-01-28T09:02:30.751970,9,1,0,airport,20.18,7.0,110.99,1.7,637.2,326.95
DRV_0045,2026-02-26T23:50:30.751970,23,0,0,local,47.47,9.1,100.97,1.1,643.07,-196.05
DRV_0014,2026-05-23T09:03:30.751970,9,1,1,airport,25.89,7.4,92.74,1.5,738.49,350.39
DRV_0009,2026-06-10T04:51:30.751970,4,0,0,peak_city,49.99,1.2,106.88,1.5,922.35,296.78
DRV_0024,2026-05-17T14:28:30.751970,14,0,1,outstation,15.74,7.2,114.38,1.5,355.85,94.66
DRV_0036,2026-05-10T06:57:30.751970,6,0,1,local,10.6,7.3,108.14,1.3,234.87,62.65
DRV_0004,2026-02-27T09:13:30.751970,9,1,0,local,21.49,2.5,104.52,2.0,545.82,266.87
DRV_0025,2026-05-10T12:42:30.751970,12,0,1,local,21.64,3.6,95.29,1.1,352.16,116.61
DRV_0004,2026-06-07T17:59:30.751970,17,1,1,outstation,7.5,4.1,90.91,1.4,197.0,87.79
DRV_0031,2025-12-17T12:44:30.751970,12,0,0,airport,40.76,7.5,104.53,1.5,956.14,338.69
DRV_0024,2026-01-13T11:25:30.751970,11,0,0,local,3.24,7.6,113.97,1.4,75.49,11.84
DRV_0001,2026-05-09T14:11:30.751970,14,0,1,airport,12.0,6.4,107.8,1.2,440.83,242.06
